R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_SIG_TD,B_SIG_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_CTRL,B_CTRL,R_LANDED_HEAD,B_LANDED_HEAD,R_LANDED_BODY,B_LANDED_BODY,R_LANDED_LEG,B_LANDED_LEG,R_DISTANCE,B_DISTANCE,R_LANDED_CLINCH,B_LANDED_CLINCH,R_LANDED_GROUND,B_LANDED_GROUND,win_by,Referee,location,Weight_class,Winner,Winner By Corner,title_bout,B_age,R_age,B_Stance,R_Stance,B_Height_cms,R_Height_cms,B_current_win_streak,R_current_win_streak,R_TOTAL_TD,B_TOTAL_TD,R_ATT_HEAD,B_ATT_HEAD,R_ATT_BODY,B_ATT_BODY,R_ATT_LEG,B_ATT_LEG,R_ATT_CLINCH,B_ATT_CLINCH,R_ATT_GROUND,B_ATT_GROUND,Day,Month,Year
Devonte Smith,Justin Jaynes,0,0,34,11,52,40,78,35,1,0,100,0,1,0,188,12,25,6,5,3,4,2,45,26,5,0,8,1,TKO - Doctor's Stoppage,Keith Peterson,"Las Vegas, Nevada, USA",Catch Weight Bout,Devonte Smith,Red,False,31,27,Orthodox,Orthodox,170.18,175.26,1,2,1,2,54,21,7,4,4,2,8,0,12,1,6,February,2021
Michael Johnson,Clay Guida,0,0,58,49,46,55,138,107,0,3,0,42,0,1,183,413,52,31,5,12,1,6,115,72,6,14,5,3,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Lightweight Bout,Clay Guida,Blue,False,39,34,Orthodox,Southpaw,170.18,177.8,1,0,0,7,113,71,12,12,1,6,6,14,5,3,6,February,2021
Alistair Overeem,Alexander Volkov,0,1,10,54,50,61,20,88,0,0,0,0,0,0,15,11,3,47,2,3,5,4,20,65,0,11,0,3,KO/TKO,Jason Herzog,"Las Vegas, Nevada, USA",Heavyweight Bout,Alexander Volkov,Blue,False,32,40,Orthodox,Orthodox,200.66,193.04,4,1,1,0,13,81,2,3,5,4,0,18,0,5,6,February,2021
Diego Ferreira,Beneil Dariush,0,0,54,62,44,53,145,132,0,5,0,33,0,0,58,443,43,46,10,10,1,6,109,93,5,3,4,8,Decision - Split,Chris Tognoni,"Las Vegas, Nevada, USA",Lightweight Bout,Beneil Dariush,Blue,False,31,36,Southpaw,Orthodox,177.8,175.26,1,2,1,15,104,98,15,12,2,6,5,5,7,18,6,February,2021
Cory Sandhagen,Frankie Edgar,1,0,2,2,40,66,5,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,3,0,0,0,0,KO/TKO,Keith Peterson,"Las Vegas, Nevada, USA",Bantamweight Bout,Cory Sandhagen,Red,False,39,28,Orthodox,Switch,167.64,180.34,3,5,0,0,3,2,0,0,2,1,0,0,0,0,6,February,2021
Mike Rodriguez,Danilo Marques,0,0,16,29,66,100,43,58,0,4,0,57,0,2,4,459,3,27,5,2,8,0,19,2,5,0,0,27,Submission,Jason Herzog,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Danilo Marques,Blue,False,35,32,Orthodox,Southpaw,198.12,193.04,1,0,0,7,7,27,6,2,11,0,5,0,0,27,6,February,2021
Ode Osbourne,Jerome Rivera,1,0,5,2,83,66,6,3,0,0,0,0,0,0,2,0,5,0,0,1,0,1,1,3,0,0,4,0,KO/TKO,Chris Tognoni,"Las Vegas, Nevada, USA",Featherweight Bout,Ode Osbourne,Red,False,25,29,Southpaw,Southpaw,177.8,170.18,0,0,0,0,6,1,0,1,0,1,0,0,5,0,6,February,2021
SeungWoo Choi,Youssef Zalal,0,0,41,23,37,48,144,70,2,3,66,33,0,1,219,269,25,12,10,9,6,2,93,44,12,1,3,1,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Featherweight Bout,SeungWoo Choi,Red,False,24,28,Switch,Orthodox,177.8,182.88,3,0,3,9,84,34,13,10,12,3,13,2,3,1,6,February,2021
Molly McCann,Lara Procopio,0,0,37,36,78,62,83,113,0,7,0,77,1,1,50,703,17,20,13,11,7,5,28,39,11,9,5,8,Decision - Unanimous,Jason Herzog,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Lara Procopio,Blue,False,25,30,Orthodox,Orthodox,162.56,162.56,0,0,0,9,25,39,14,12,8,7,12,11,7,8,6,February,2021
Timur Valiev,Martin Day,0,0,55,8,72,28,149,46,4,0,66,0,0,0,679,15,37,7,4,0,14,1,31,23,2,0,33,2,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Featherweight Bout,Timur Valiev,Red,False,32,31,Orthodox,Orthodox,177.8,167.64,0,0,6,0,53,23,7,2,16,3,2,1,43,4,6,February,2021
Dan Hooker,Michael Chandler,0,1,8,17,42,70,19,24,0,0,0,0,0,0,0,9,0,12,0,4,8,1,19,11,0,0,0,10,KO/TKO,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Michael Chandler,Blue,False,34,30,Orthodox,Switch,172.72,182.88,0,1,0,0,6,17,1,6,12,1,0,0,0,13,23,January,2021
Andrew Sanchez,Makhmud Muradov,0,0,48,79,34,45,144,177,0,0,0,0,0,0,22,16,34,52,8,16,6,11,141,165,0,5,0,2,KO/TKO,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Makhmud Muradov,Blue,False,30,32,Orthodox,Orthodox,187.96,185.42,2,2,2,2,118,139,15,22,8,13,0,7,0,2,23,January,2021
Julianna Pena,Sara McMann,0,0,38,21,50,38,192,63,1,3,100,100,1,0,175,441,27,10,11,7,0,4,57,43,10,6,8,3,Submission,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Julianna Pena,Red,False,40,31,Orthodox,Orthodox,167.64,167.64,1,4,1,3,65,39,11,10,0,5,10,6,9,5,23,January,2021
Jessica Eye,Joanne Calderwood,0,0,77,148,44,61,218,319,1,1,25,33,0,0,303,19,39,52,35,53,3,43,132,198,32,35,1,0,Decision - Unanimous,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Joanne Calderwood,Blue,False,35,34,Orthodox,Orthodox,167.64,167.64,1,0,4,3,127,122,41,62,5,56,40,42,1,0,23,January,2021
Dustin Poirier,Conor McGregor,1,0,48,29,52,43,98,92,1,0,100,0,0,0,102,67,30,23,0,4,18,2,89,63,0,2,2,0,KO/TKO,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Dustin Poirier,Red,False,32,32,Southpaw,Southpaw,175.26,175.26,7,4,1,1,69,60,1,4,21,2,0,3,2,0,23,January,2021
Brad Tavares,Antonio Carlos Junior,0,0,54,34,50,33,135,135,0,1,0,8,0,0,5,388,28,24,6,2,20,8,102,100,4,1,0,0,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Brad Tavares,Red,False,30,33,Orthodox,Orthodox,187.96,185.42,1,2,0,12,76,93,8,2,24,8,6,3,0,0,23,January,2021
Arman Tsarukyan,Matt Frevola,0,0,50,16,48,28,180,97,10,0,83,0,0,0,504,2,32,8,12,6,6,2,86,48,5,7,6,0,Decision - Unanimous,Lukasz Bosacki,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Arman Tsarukyan,Red,False,30,24,Orthodox,Orthodox,175.26,170.18,0,0,12,2,82,46,15,9,6,2,8,9,9,0,23,January,2021
Marina Rodriguez,Amanda Ribas,1,0,15,7,41,30,52,57,0,1,0,100,0,0,7,219,14,4,1,2,0,1,25,16,3,1,7,3,KO/TKO,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Strawweight Bout,Marina Rodriguez,Red,False,27,33,Orthodox,Orthodox,160.02,167.64,4,0,0,1,33,19,1,2,2,2,3,1,8,6,23,January,2021
Amir Albazi,Zhalgas Zhumagulov,0,0,68,59,40,44,200,150,2,1,66,33,0,0,218,27,40,22,15,31,13,6,163,128,2,1,2,0,Decision - Unanimous,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Amir Albazi,Red,False,32,27,Switch,Orthodox,162.56,165.1,0,1,3,3,128,84,24,41,17,7,3,2,3,2,23,January,2021
Khalil Rountree Jr.,Marcin Prachnio,0,0,49,102,33,47,149,220,0,0,0,0,0,0,0,5,29,33,13,29,7,40,146,211,0,2,0,0,Decision - Unanimous,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Marcin Prachnio,Blue,False,32,30,Orthodox,Southpaw,190.5,185.42,0,0,0,2,120,131,18,39,10,46,2,5,0,0,23,January,2021
Nik Lentz,Movsar Evloev,0,0,46,82,36,48,137,235,1,2,20,100,2,0,86,276,24,70,15,7,7,5,120,165,5,0,0,4,Decision - Split,Lukasz Bosacki,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Catch Weight Bout,Movsar Evloev,Blue,False,26,36,Orthodox,Orthodox,170.18,172.72,3,1,5,2,100,153,20,10,7,7,7,0,0,5,23,January,2021
Ricky Simon,Gaetano Pirrello,0,0,17,6,53,42,69,18,7,0,70,0,1,0,419,0,14,4,3,0,0,2,13,12,4,1,10,0,Submission,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Ricky Simon,Red,False,28,28,Orthodox,Orthodox,170.18,167.64,0,3,10,0,28,11,4,0,0,3,6,2,13,0,20,January,2021
Omari Akhmedov,Tom Breese,0,0,25,1,65,25,91,12,2,0,40,0,1,3,274,60,23,0,1,1,1,0,7,4,0,0,21,0,Submission,Lukasz Bosacki,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Omari Akhmedov,Red,False,29,33,Southpaw,Orthodox,190.5,182.88,3,1,5,1,34,2,3,2,1,0,0,0,31,0,20,January,2021
Warlley Alves,Mounir Lazzez,1,0,17,2,80,100,30,2,1,0,100,0,0,0,96,42,9,1,7,1,1,0,9,0,4,2,6,0,KO/TKO,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Warlley Alves,Red,False,33,30,Orthodox,Orthodox,185.42,180.34,1,4,1,0,12,1,8,1,1,0,6,2,6,0,20,January,2021
Matt Schnell,Tyson Nam,0,0,85,58,39,30,214,193,0,0,0,0,0,0,0,0,69,36,10,10,6,12,212,193,2,0,0,0,Decision - Split,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Matt Schnell,Red,False,37,31,Orthodox,Orthodox,170.18,172.72,0,0,0,0,195,164,12,15,7,14,2,0,0,0,20,January,2021
Roxanne Modafferi,Viviane Araujo,0,0,46,86,25,43,193,214,0,4,0,100,0,1,39,186,40,79,2,5,4,2,181,192,1,1,0,0,Decision - Unanimous,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Viviane Araujo,Blue,False,34,38,Orthodox,Orthodox,162.56,170.18,2,0,5,4,177,187,3,8,4,3,3,2,0,4,20,January,2021
Ike Villanueva,Vinicius Moreira,1,0,24,24,42,57,56,42,0,0,0,0,0,0,0,0,18,4,6,10,0,10,56,41,0,1,0,0,KO/TKO,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Ike Villanueva,Red,False,31,36,Orthodox,Orthodox,193.04,185.42,0,0,0,0,47,10,9,18,0,14,0,1,0,0,20,January,2021
Michael Chiesa,Neil Magny,0,0,24,12,46,24,125,96,4,1,66,33,0,1,921,135,19,7,3,5,2,0,29,45,1,4,13,0,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Michael Chiesa,Red,False,33,33,Orthodox,Southpaw,190.5,185.42,1,2,6,3,43,42,7,7,2,1,2,5,21,0,20,January,2021
Lerone Murphy,Douglas Silva de Andrade,0,0,48,39,41,36,131,121,1,1,25,50,0,0,111,81,29,16,8,11,11,12,97,101,6,6,5,0,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Lerone Murphy,Red,False,35,29,Orthodox,Orthodox,170.18,175.26,0,0,4,2,92,74,11,14,12,20,8,7,10,0,20,January,2021
Su Mudaerji,Zarrukh Adashev,0,0,50,28,39,22,127,123,0,0,0,0,0,0,0,2,22,20,9,3,19,5,127,117,0,4,0,0,Decision - Unanimous,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Su Mudaerji,Red,False,28,25,Southpaw,Southpaw,165.1,172.72,0,0,0,1,87,102,16,13,24,8,0,6,0,0,20,January,2021
Francisco Figueiredo,Jerome Rivera,0,0,29,31,54,23,65,199,4,0,66,0,0,0,427,67,11,12,7,8,11,11,40,112,4,9,5,0,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight Bout,Francisco Figueiredo,Red,False,25,31,Southpaw,Southpaw,177.8,167.64,0,0,6,5,28,90,11,20,14,24,4,22,9,0,20,January,2021
Mike Davis,Mason Jones,0,0,108,117,52,37,210,329,3,1,33,25,0,0,50,51,54,83,42,18,12,16,189,285,8,11,3,2,Decision - Unanimous,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight Bout,Mike Davis,Red,False,25,28,Orthodox,Orthodox,177.8,182.88,0,0,9,4,131,265,61,31,15,17,14,21,4,7,20,January,2021
Dalcha Lungiambula,Markus Perez,0,0,29,25,44,51,98,75,1,0,50,0,0,1,406,261,17,7,12,15,0,3,34,37,5,7,19,0,Decision - Unanimous,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Dalcha Lungiambula,Red,False,32,33,Orthodox,Orthodox,185.42,172.72,0,1,2,1,47,26,17,18,1,5,8,12,23,0,20,January,2021
Umar Nurmagomedov,Sergey Morozov,0,0,25,7,60,23,48,31,5,0,45,0,1,0,177,8,14,2,4,3,7,2,34,29,6,0,1,0,Submission,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight Bout,Umar Nurmagomedov,Red,False,31,24,Orthodox,Orthodox,167.64,172.72,0,0,11,0,25,20,9,7,7,3,6,1,1,0,20,January,2021
Victoria Leonardo,Manon Fiorot,0,0,17,53,20,53,82,105,0,1,0,100,0,0,2,85,7,31,3,14,7,8,76,82,2,10,0,1,KO/TKO,Lukasz Bosacki,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight Bout,Manon Fiorot,Blue,False,30,30,Orthodox,Orthodox,170.18,165.1,0,0,1,1,59,72,11,19,11,9,5,15,0,3,20,January,2021
Wu Yanan,Joselyne Edwards,0,0,58,88,44,49,148,206,1,0,50,0,0,1,229,69,34,44,14,23,10,21,118,158,5,5,2,11,Decision - Unanimous,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Joselyne Edwards,Blue,False,25,24,Orthodox,Orthodox,172.72,172.72,0,0,2,3,91,105,23,43,15,30,8,7,3,13,16,January,2021
Punahele Soriano,Dusko Todorovic,2,0,30,22,45,38,69,59,0,0,0,0,0,0,38,4,25,15,4,7,1,0,51,53,4,4,5,0,KO/TKO,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Punahele Soriano,Red,False,26,28,Orthodox,Southpaw,185.42,180.34,1,1,1,0,60,49,5,8,1,0,5,4,10,0,16,January,2021
Carlos Felipe,Justin Tafa,0,0,77,86,54,58,142,171,0,0,0,0,0,0,41,113,46,50,28,20,3,16,128,133,13,12,0,0,Decision - Split,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Heavyweight Bout,Carlos Felipe,Red,False,27,26,Southpaw,Orthodox,182.88,182.88,0,0,1,2,103,107,36,24,3,17,14,15,0,0,16,January,2021
Carlos Condit,Matt Brown,0,0,39,28,44,75,209,52,2,1,50,16,0,0,292,366,30,13,4,11,5,4,68,18,5,8,12,9,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Carlos Condit,Red,False,40,36,Orthodox,Orthodox,182.88,187.96,1,0,4,6,73,22,8,11,7,4,5,8,15,11,16,January,2021
David Zawada,Ramazan Emeev,0,0,44,53,38,52,190,160,1,4,100,44,0,0,126,268,24,36,6,13,14,4,90,82,13,12,1,5,Decision - Split,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Ramazan Emeev,Blue,False,33,30,Southpaw,Orthodox,177.8,182.88,3,0,1,9,88,81,10,15,16,5,23,14,1,5,16,January,2021
Joaquin Buckley,Alessio Di Chirico,0,1,3,12,13,52,22,23,0,0,0,0,0,0,0,1,2,6,1,4,0,2,22,20,0,0,0,3,KO/TKO,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight Bout,Alessio Di Chirico,Blue,False,31,26,Orthodox,Southpaw,182.88,177.8,0,0,0,0,19,17,3,4,0,2,0,0,0,3,16,January,2021
Santiago Ponzinibbio,Li Jingliang,0,1,11,21,61,42,18,50,0,0,0,0,0,0,0,2,7,6,0,3,4,12,18,49,0,0,0,1,KO/TKO,Jason Herzog,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight Bout,Li Jingliang,Blue,False,32,34,Orthodox,Orthodox,182.88,182.88,1,0,0,0,14,30,0,6,4,14,0,0,0,1,16,January,2021
Max Holloway,Calvin Kattar,0,0,445,133,59,47,746,284,0,0,0,0,0,0,27,5,274,99,117,16,54,18,737,279,6,4,0,0,Decision - Unanimous,Herb Dean,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Max Holloway,Red,False,32,29,Orthodox,Orthodox,180.34,180.34,2,0,1,2,553,237,133,23,58,23,7,4,0,0,16,January,2021
Sarah Moras,Vanessa Melo,0,0,44,56,22,33,200,169,0,0,0,0,0,0,0,4,12,43,7,9,25,4,200,169,0,0,0,0,Decision - Unanimous,Keith Peterson,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight Bout,Vanessa Melo,Blue,False,32,32,Orthodox,Orthodox,165.1,170.18,0,1,1,0,162,151,11,14,27,4,0,0,0,0,16,January,2021
Jacob Kilburn,Austin Lingo,0,1,64,95,31,52,216,197,1,1,5,50,1,0,69,228,47,81,8,10,9,4,190,177,3,2,1,0,Decision - Unanimous,Marc Goddard,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Featherweight Bout,Austin Lingo,Blue,False,26,25,Orthodox,Orthodox,177.8,175.26,0,0,18,2,172,166,19,12,10,4,8,4,3,1,16,January,2021
Marlon Moraes,Rob Font,0,1,9,30,75,81,16,41,2,0,66,0,0,0,151,38,8,27,1,3,0,0,9,18,0,1,1,16,KO/TKO,Marc Goddard,"Las Vegas, Nevada, USA",Bantamweight Bout,Rob Font,Blue,False,33,32,Orthodox,Orthodox,172.72,167.64,2,0,3,0,10,34,2,3,0,0,0,1,3,18,19,December,2020
Sijara Eubanks,Pannie Kianzad,0,0,49,92,47,64,131,187,2,0,50,0,0,0,393,134,43,57,5,22,1,13,90,114,4,26,7,1,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Women's Bantamweight Bout,Pannie Kianzad,Blue,False,29,35,Orthodox,Orthodox,170.18,162.56,0,2,4,2,94,105,9,25,1,13,7,28,7,1,19,December,2020
Deron Winn,Antonio Arroyo,0,0,20,45,52,72,89,87,12,0,75,0,0,0,569,28,10,29,5,11,5,5,35,60,2,0,0,2,Decision - Unanimous,Dan Miragliotta,"Las Vegas, Nevada, USA",Catch Weight Bout,Deron Winn,Red,False,31,31,Orthodox,Orthodox,190.5,167.64,0,1,16,0,26,45,7,12,5,5,2,0,1,2,19,December,2020
Stephen Thompson,Geoff Neal,0,0,171,85,42,47,428,205,0,0,0,0,0,0,0,226,124,71,41,8,6,6,398,169,6,6,0,0,Decision - Unanimous,Marc Goddard,"Las Vegas, Nevada, USA",Welterweight Bout,Stephen Thompson,Red,False,30,37,Southpaw,Orthodox,180.34,182.88,5,1,0,0,354,161,46,11,6,7,8,10,0,0,19,December,2020
Jose Aldo,Marlon Vera,0,0,44,46,62,56,86,133,0,0,0,0,0,0,297,171,17,8,21,11,6,27,62,69,8,12,0,0,Decision - Unanimous,Dan Miragliotta,"Las Vegas, Nevada, USA",Bantamweight Bout,Jose Aldo,Red,False,28,34,Switch,Orthodox,172.72,170.18,0,7,2,3,38,33,26,15,6,34,8,13,0,0,19,December,2020
Anthony Pettis,Alex Morono,0,0,50,31,62,39,115,102,0,1,0,20,0,0,272,150,26,22,11,6,13,3,75,70,1,0,1,5,Decision - Unanimous,Marc Goddard,"Las Vegas, Nevada, USA",Welterweight Bout,Anthony Pettis,Red,False,30,33,Orthodox,Orthodox,180.34,177.8,2,0,1,5,51,61,14,12,15,5,3,1,2,7,19,December,2020
Marcin Tybura,Greg Hardy,0,0,51,50,50,54,111,91,1,0,25,0,0,0,87,2,34,29,10,12,7,9,74,85,0,4,18,0,KO/TKO,Dan Miragliotta,"Las Vegas, Nevada, USA",Heavyweight Bout,Marcin Tybura,Red,False,32,35,Orthodox,Orthodox,195.58,190.5,0,0,4,0,82,65,12,13,7,13,0,6,27,0,19,December,2020
Michel Pereira,Khaos Williams,0,0,44,55,55,43,94,134,2,0,100,0,1,0,81,36,24,23,20,9,0,23,67,114,9,7,2,0,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Welterweight Bout,Michel Pereira,Red,False,26,27,Orthodox,Orthodox,182.88,185.42,2,1,2,0,53,74,26,19,0,34,10,13,2,0,19,December,2020
Gillian Robertson,Taila Santos,0,0,9,27,64,72,48,85,0,1,0,100,1,1,61,767,7,21,1,3,1,3,9,13,0,1,5,22,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Women's Flyweight Bout,Taila Santos,Blue,False,27,25,Orthodox,Orthodox,167.64,165.1,0,2,2,1,12,30,1,4,1,3,0,1,5,23,19,December,2020
Jimmy Flick,Cody Durden,0,0,6,21,42,65,15,43,0,2,0,100,1,0,0,81,4,17,0,3,2,1,14,28,0,2,0,2,Submission,Jerin Valel,"Las Vegas, Nevada, USA",Flyweight Bout,Jimmy Flick,Red,False,29,30,Southpaw,Orthodox,170.18,170.18,0,0,1,2,7,28,1,3,6,1,0,2,0,2,19,December,2020
Tafon Nchukwi,Jamie Pickett,1,0,120,40,64,49,234,81,0,1,0,25,0,0,171,34,70,28,49,8,1,4,118,77,57,1,4,0,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Middleweight Bout,Tafon Nchukwi,Red,False,32,26,Orthodox,Orthodox,187.96,182.88,0,0,2,4,133,68,53,9,1,4,63,4,6,0,19,December,2020
Christos Giagos,Carlton Minus,0,0,31,28,46,35,124,81,5,0,33,0,0,0,537,0,23,18,3,4,5,6,50,79,1,0,13,0,Decision - Unanimous,Chris Tognoni,"Las Vegas, Nevada, USA",Catch Weight Bout,Christos Giagos,Red,False,27,30,Orthodox,Orthodox,177.8,177.8,0,0,15,0,57,64,5,9,5,7,1,1,16,0,19,December,2020
Renato Moicano,Rafael Fiziev,0,1,15,21,40,60,37,35,0,0,0,0,0,0,0,4,10,7,3,7,2,7,35,34,1,0,0,1,KO/TKO,Chris Tognoni,"Las Vegas, Nevada, USA",Lightweight Bout,Rafael Fiziev,Blue,False,27,31,Switch,Orthodox,172.72,180.34,0,3,1,1,32,18,3,10,2,7,2,0,0,1,12,December,2020
Kevin Holland,Jacare Souza,0,0,15,2,83,100,24,2,0,2,0,66,0,0,2,87,14,2,0,0,1,0,2,0,2,0,12,2,KO/TKO,Mark Smith,"Las Vegas, Nevada, USA",Middleweight Bout,Kevin Holland,Red,False,41,28,Orthodox,Orthodox,185.42,190.5,5,0,0,3,17,2,0,0,1,0,2,0,14,2,12,December,2020
Mackenzie Dern,Virna Jandiroba,0,0,82,63,47,47,195,152,0,1,0,100,0,0,154,164,57,46,16,15,9,2,150,109,17,18,3,2,Decision - Unanimous,Jason Herzog,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Mackenzie Dern,Red,False,32,27,Orthodox,Orthodox,160.02,162.56,0,2,5,1,143,113,21,19,10,2,21,23,3,2,12,December,2020
Tony Ferguson,Charles Oliveira,0,0,19,41,45,65,49,112,0,3,0,100,0,3,5,699,14,26,3,7,2,8,38,34,1,0,3,24,Decision - Unanimous,Mark Smith,"Las Vegas, Nevada, USA",Lightweight Bout,Charles Oliveira,Blue,False,31,36,Orthodox,Orthodox,177.8,180.34,2,3,0,3,29,43,10,11,3,9,1,0,3,29,12,December,2020
Deiveson Figueiredo,Brandon Moreno,0,0,137,132,57,53,248,256,2,4,50,50,0,0,55,199,93,118,34,13,10,1,220,240,3,1,8,2,Decision - Majority,Jason Herzog,"Las Vegas, Nevada, USA",UFC Flyweight Title Bout,Draw,Draw,True,27,32,Orthodox,Orthodox,170.18,165.1,3,4,4,8,181,227,45,20,12,1,7,5,11,3,12,December,2020
Junior Dos Santos,Ciryl Gane,0,1,10,59,28,73,36,82,0,0,0,0,0,0,0,25,6,13,3,17,1,29,35,74,0,4,0,2,KO/TKO,Jerin Valel,"Las Vegas, Nevada, USA",Heavyweight Bout,Ciryl Gane,Blue,False,30,36,Orthodox,Orthodox,193.04,193.04,3,9,1,0,26,28,7,20,2,32,0,4,0,2,12,December,2020
Gavin Tucker,Billy Quarantillo,0,0,106,84,63,47,183,233,7,0,53,0,0,0,314,25,68,45,31,33,7,6,122,138,32,29,3,0,Decision - Unanimous,Jerin Valel,"Las Vegas, Nevada, USA",Featherweight Bout,Gavin Tucker,Red,False,32,34,Orthodox,Southpaw,177.8,167.64,3,1,13,3,122,127,37,44,7,7,41,35,3,5,12,December,2020
Cub Swanson,Daniel Pineda,2,0,46,21,69,46,71,65,1,1,100,50,0,1,94,35,35,9,7,3,4,9,54,43,3,2,6,0,KO/TKO,Mark Smith,"Las Vegas, Nevada, USA",Featherweight Bout,Cub Swanson,Red,False,35,37,Orthodox,Orthodox,170.18,172.72,2,0,1,2,51,28,11,4,4,13,3,2,9,0,12,December,2020
Tecia Torres,Sam Hughes,0,0,52,20,50,37,103,59,1,0,100,0,0,0,15,51,27,9,13,2,12,9,101,52,2,1,0,0,TKO - Doctor's Stoppage,Jason Herzog,"Las Vegas, Nevada, USA",Women's Strawweight Bout,Tecia Torres,Red,False,28,31,Orthodox,Orthodox,165.1,154.94,0,3,1,1,71,33,17,3,15,17,2,1,0,0,12,December,2020
Chase Hooper,Peter Barrett,0,0,57,48,48,55,144,100,0,0,0,0,2,0,44,65,18,17,10,9,29,22,115,86,0,0,2,0,Submission,Chris Tognoni,"Las Vegas, Nevada, USA",Featherweight Bout,Chase Hooper,Red,False,34,21,Southpaw,Southpaw,177.8,185.42,0,1,6,0,66,52,18,12,33,23,0,1,2,0,12,December,2020
Gabriel Benitez,Justin Jaynes,1,0,38,22,36,42,104,52,0,0,0,0,0,0,0,0,20,16,10,6,8,0,99,52,0,0,4,0,KO/TKO,Unknown,"Las Vegas, Nevada, USA",Lightweight Bout,Gabriel Benitez,Red,False,31,32,Orthodox,Southpaw,170.18,172.72,1,2,0,0,83,44,12,8,9,0,0,0,5,0,5,December,2020
